,region,location,activity,title,description,price,rating,review_count,duration,url,description_clean,general
719,Visayas,Boracay,Photoshoot,Boracay Crystal Kayak Photo-op Experience,"Ride the well-known Crystal Kayak in BoracayEnjoy a 10-15 minutes photo-op activityLet your friendly local guide help you take those amazing photos!Another must-try activity in Boracay today is the Crystal Kayak. A photo-op activity, go ahead and snap your most unique and instagrammable shots while on the crystal kayak in the calm waters of Boracay. The guide can help you take those amazing photos. This activity is best done on sunny days or at sunset when the sea is calm.",270,4.6,15,,https://www.klook.com/en-PH/activity/76528-crystal-kayak-boracay/?spm=TNA_ActivityList.Activity_LIST&clickId=305edd5fa2,"Ride the well-known Crystal Kayak in Boracay Enjoy a 10-15 minutes photo-op activity Let your friendly local guide help you take those amazing photos!Another must-try activity in Boracay today is the Crystal Kayak. A photo-op activity, go ahead and snap your most unique and instagrammable shots while on the crystal kayak in the calm waters of Boracay. The guide can help you take those amazing photos. This activity is best done on sunny days or at sunset when the sea is calm.",Recreational
720,Luzon,Manila,Scooter rentals,White Knight Electric Chariot Intramuros Day Tour,"Get a glimpse of what historical Manila has to offer, something that would take you hours to do on your ownRide from one historical monument to another on the Electric Chariot with your knowledgeable tour guideSee the Manila Cathedral, Fort Santiago, San Agustin Church and other old Manila highlights!Choose between a 30 minute or 1 hour tour around the most important sights of old ManilaEnjoy an experience of a lifetime on this unique Manila adventure with your friends or family! 
    See moreHop on a cool White Knight e-Chariot to get around Manila's many historical attractions! Old Manila is the must-visit vicinity to see the best of the city ¡EEEEÅEEEE from its sprawling, modern day establishments to the familiar brick-walled cultural sites that make for an unforgettable city experience. Choose between the 30-minute and 1 hour packages, both perfe",450,4.6,19,,https://www.klook.com/en-PH/activity/13134-white-knight-electric-chariot-intramuros-day-tour-manila/?spm=TNA_ActivityList.Activity_LIST&clickId=3b1fcfec49,"Get a glimpse of what historical Manila has to offer, something that would take you hours to do on your own Ride from one historical monument to another on the Electric Chariot with your knowledgeable tour guide See the Manila Cathedral, Fort Santiago, San Agustin Church and other old Manila highlights!Choose between a 30 minute or 1 hour tour around the most important sights of old Manila Enjoy an experience of a lifetime on this unique Manila adventure with your friends or family! 
    See more Hop on a cool White Knight e-Chariot to get around Manila's many historical attractions! Old Manila is the must-visit vicinity to see the best of the city ¡EEEEÅEEEE from its sprawling, modern day establishments to the familiar brick-walled cultural sites that make for an unforgettable city experience. Choose between the 30-minute and 1 hour packages, both perfect t",Outdoor Activities
721,Visayas,Dumaguete,Day trips,Dolphin Watching and Manjuyod Sandbar Tour,"Travel just 1.5 hours from Dumaguete to Bais and see ""The Maldives of the Philippines""See the dolphins swimming in the wild as you make your way along Ta¡EEEE±on StraitWalk across the beautiful Manjuyod White Sandbar and take a dip in the crystal clear waters of Bais BayRelish in a hearty lunch of mixed grill served onboard while you marvel at the beautiful beach 
    See moreLess than two hours",2400,4.7,39,9,https://www.klook.com/en-PH/activity/6013-dolphin-watching-manjuyod-sandbar-tour-dumaguete/?spm=TNA_ActivityList.Activity_LIST&clickId=8267d71577,"Travel just 1.5 hours from Dumaguete to Bais and see ""The Maldives of the Philippines""See the dolphins swimming in the wild as you make your way along Ta¡EEEE±on Strait Walk across the beautiful Manjuyod White Sandbar and take a dip in the crystal clear waters of Bais Bay Relish in a hearty lunch of mixed grill served onboard while you marvel at the beautiful beach 
    See more Less than two hours",Tours
722,Visayas,Boracay,Snorkeling,Discover Scuba Diving by WaterColors,"Learn about the equipment and the proper method of breathing underwater with your gearFeel at ease with the careful constant guidance of your PADI certified Dive MasterExplore the depths of the ocean, corals and the thriving marine life in BoracayNo previous experience required and you don't even need to be able to swim! 
    See moreBoracay isn't just home to some of the most famous beaches in the Philippines. It's also one of the best scuba diving spots in the country. A diving experience here will allow you to get a glimpse of the rich biodiversity thriving under the beautiful blue waters. This spectacular scuba diving adventure, you won't even need to know how to swim; under the guidance of a PADI certified dive master, beginners will be able to take part in the underwater adventure. You have the option of going in the morning or the afternoon. Throughout the experience, a PADI-certified master diver will teach you everything you need to know about your gear and scuba diving, ensuring that even beginners can follow along. You start with a scuba diving video instruction before you get a more in depth lecture and presentation, with various media to guide you. You won't dive in right away, though! You start in shallow water so you can practice those skills. And once you're ready, it's time to go out on a boat and explore the gorgeous coral reefs and richly diverse underwater ecosystems under the water. This is an amazing opportunity not just to learn how to scuba dive, but also to have a truly safe and remarkable experience in the waters of Boracay.",2000,4.7,23,3,https://www.klook.com/en-PH/activity/3809-discover-scuba-diving-boracay/,"Learn about the equipment and the proper method of breathing underwater with your gear Feel at ease with the careful constant guidance of your P AD I certified Dive Master Explore the depths of the ocean, corals and the thriving marine life in Boracay No previous experience required and you don't even need to be able to swim! 
    See more Boracay isn't just home to some of the most famous beaches in the Philippines. It's also one of the best scuba diving spots in the country. A diving experience here will allow you to get a glimpse of the rich biodiversity thriving under the beautiful blue waters. This spectacular scuba diving adventure, you won't even need to know how to swim; under the guidance of a P AD I certified dive master, beginners will be able to take part in the underwater adventure. You have the option of going in the morning or the afternoon. Throughout the experience, a P AD I-certified master diver will teach you everything you need to know about your gear and scuba diving, ensuring that even beginners can follow along. You start with a scuba diving video instruction before you get a more in depth lecture and presentation, with various media to guide you. You won't dive in right away, though! You start in shallow water so you can practice those skills. And once you're ready, it's time to go out on a boat and explore the gorgeous coral reefs and richly diverse underwater ecosystems under the water. This is an amazing opportunity not just to learn how to scuba dive, but also to have a truly safe and remarkable experience in the waters of Boracay.",Water Activities
723,Visayas,Boracay,Food & wine tours,Station X Experience in Boracay,"Take a sip while going for a dip at Station X - a vibrant and friendly lifestyle hub where locals and tourists come togetherRent one of Hue Hotel's day beds and enjoy access to their swimming pool plus food from La Ud and drinks from Prisma!Enjoy dining, shopping, drinking, and entertainment all at one colorful destinationVarious community events are often held to gather locals & tourists and grow our local tourism. With COVID-19 restrictions, all community events are held at an outdoor space and with a controlled number of people to ensure your top-most safety. 
    See moreThere's always something about Boracay to discover! If you're heading to this gorgeous island soon, one spot you need to check out is Station X. A vibrant and friendly hub where locals and tourists gather for a unique twist on the island's best offerings, Station X is a go-to destination if you're craving for a new Boracay experience. It is a home to a variety of food concepts, lifestyle options, and community gatherings that are carefully curated to make the guests' stay worthwhile. Whether you're looking to relax by the pool, indulge on delicious food, or simply seeking a feed-worthy spot, Station X will welcome you and be your haven.",1299,4.8,13,24,https://www.klook.com/en-PH/activity/21647-station-x-experience-boracay/?spm=TNA_ActivityList.Activity_LIST&clickId=b272e7c6f9,"Take a sip while going for a dip at Station X - a vibrant and friendly lifestyle hub where locals and tourists come together Rent one of Hue Hotel's day beds and enjoy access to their swimming pool plus food from La Ud and drinks from Prisma!Enjoy dining, shopping, drinking, and entertainment all at one colorful destination Various community events are often held to gather locals & tourists and grow our local tourism. With C OV ID-19 restrictions, all community events are held at an outdoor space and with a controlled number of people to ensure your top-most safety. 
    See more There's always something about Boracay to discover! If you're heading to this gorgeous island soon, one spot you need to check out is Station X. A vibrant and friendly hub where locals and tourists gather for a unique twist on the island's best offerings, Station X is a go-to destination if you're craving for a new Boracay experience. It is a home to a variety of food concepts, lifestyle options, and community gatherings that are carefully curated to make the guests' stay worthwhile. Whether you're looking to relax by the pool, indulge on delicious food, or simply seeking a feed-worthy spot, Station X will welcome you and be your haven.",Tours
724,Visayas,Palawan,Water sports,Coron Tour C,"Enjoy this private tour exploring in the comfort and safety of your own boatCruise to Malcapuya Island and enjoy the panaramic views of coastal cliffs along the wayBask in the beauty of the pristine beaches of Palawan and its fine, white sandSwim through the coral reefs and thriving marine biodiversity of Palawan and even see numerous giant clams!Take a walk in Ditaytayan Island's sand bar and be mesmerized with the surrounding tropical viewsA convenient pickup from downtown Coron will take you safely to the start of your adventure! 
    See moreSeas the day and enjoy the beach life in this day tour of Coron's beaches, where you'll get to explore three of Coron's most beautiful beaches in just one day! Start your day off with a boat ride to Malcapuya Island, where you'll enjoy the panoramic views of coastal cliffs as you make your way. Once you arrive, you'll have a couple of hours to explore the secluded beach, including its powdery white sands and crystal clear waters, before enjoying a quiet picnic lunch that will refresh and reenergize you for the rest of the day! You'll then travel to Coco Beach, where you can relax under the beach's shady trees adorned with hammocks and swings, and enjoy swimming in the cool waters as fish swarm all around you! End the tour with a stop at Ditaytayan Sandbar, where you'll get to walk on its sand bar and admire the stunning surrounding tropical views.",2230,4.2,38,10,https://www.klook.com/en-PH/activity/5442-tour-c-coron/,"Enjoy this private tour exploring in the comfort and safety of your own boat Cruise to Malcapuya Island and enjoy the panaramic views of coastal cliffs along the way Bask in the beauty of the pristine beaches of Palawan and its fine, white sand Swim through the coral reefs and thriving marine biodiversity of Palawan and even see numerous giant clams!Take a walk in Ditaytayan Island's sand bar and be mesmerized with the surrounding tropical views A convenient pickup from downtown Coron will take you safely to the start of your adventure! 
    See more Seas the day and enjoy the beach life in this day tour of Coron's beaches, where you'll get to explore three of Coron's most beautiful beaches in just one day! Start your day off with a boat ride to Malcapuya Island, where you'll enjoy the panoramic views of coastal cliffs as you make your way. Once you arrive, you'll have a couple of hours to explore the secluded beach, including its powdery white sands and crystal clear waters, before enjoying a quiet picnic lunch that will refresh and reenergize you for the rest of the day! You'll then travel to Coco Beach, where you can relax under the beach's shady trees adorned with hammocks and swings, and enjoy swimming in the cool waters as fish swarm all around you! End the tour with a stop at Ditaytayan Sandbar, where you'll get to walk on its sand bar and admire the stunning surrounding tropical views.",Water Activities
725,Visayas,Boracay,Scooter rentals,Dualtron E-Scooter Ride Experience in Boracay,"Explore a rather unusual activity in Boracay by riding the Dualtron E-scooter all over the islandGather up your crew and visit places such as Bolabog Beach, Mt. Luho, Newcoast Village, Savoy / Belmont Beach, and KeyholeWorry not if you've never tried e-scooter before as our friendly guides will allot time to teach you and make sure you have a smooth ride 
    See moreThe Dualtron experience is a unique way to tour the island of Boracay. Using the top-of-the-line E-scooter brand Dualtron, you can explore and enjoy in a fun-filled, eco-friendly electric scooter ride!",1040,4.9,29,2,https://www.klook.com/en-PH/activity/68730-dualtron-escooter-ride-boracay/,"Explore a rather unusual activity in Boracay by riding the Dualtron E-scooter all over the island Gather up your crew and visit places such as Bolabog Beach, Mt. Luho, Newcoast Village, Savoy / Belmont Beach, and Keyhole Worry not if you've never tried e-scooter before as our friendly guides will allot time to teach you and make sure you have a smooth ride 
    See more The Dualtron experience is a unique way to tour the island of Boracay. Using the top-of-the-line E-scooter brand Dualtron, you can explore and enjoy in a fun-filled, eco-friendly electric scooter ride!",Outdoor Activities
726,Visayas,Boracay,Boat charters,Banana Boat Ride in Boracay,"Cruise as fast as 30kph along Boracay's blue waters and get soaked by the splashing wavesFeel safe in the hands of an expert safety personnel ready to assist and guide you throughout the activityTake in the offshore island views of Boracay and its famous white beach as you speed past them 
    See moreExperience thrill and excitement during your visit to one of the Philippines top beach destinations with a banana boat ride in Boracay! The thrilling ride is a great bonding activity with any kind of group, whether it's your family or friends, that will surely make your Boracay trip an unforgettable one!  Make sure to hold on tight as the banana boat ride takes you around Boracay's waters as fast as 30kph on a 15-minute adventure. Don't fret, helmets, life vests, and expert safety personnel will be there to assist you to make sure you're safe throughout the boat ride!",450,4.9,65,0.25,https://www.klook.com/en-PH/activity/9282-banana-boat-ride-boracay/?spm=TNA_ActivityList.Activity_LIST&clickId=44f95d25c9,"Cruise as fast as 30kph along Boracay's blue waters and get soaked by the splashing waves Feel safe in the hands of an expert safety personnel ready to assist and guide you throughout the activity Take in the offshore island views of Boracay and its famous white beach as you speed past them 
    See more Experience thrill and excitement during your visit to one of the Philippines top beach destinations with a banana boat ride in Boracay! The thrilling ride is a great bonding activity with any kind of group, whether it's your family or friends, that will surely make your Boracay trip an unforgettable one!  Make sure to hold on tight as the banana boat ride takes you around Boracay's waters as fast as 30kph on a 15-minute adventure. Don't fret, helmets, life vests, and expert safety personnel will be there to assist you to make sure you're safe throughout the boat ride!",Water Activities
727,Mindanao,Davao,Day trips,Samal Island Tour in Davao,"Explore unique beaches and attractions of Samal Island with this 1 Day Samal Island Tour with round-trip transfersTour and relax at Samal Island's beautiful destinations like Vanishing Island, Kaputian Beach, and Paradise Island Park and Beach ResortExplore the island's top attractions, Monfort Bat Sanctuary and Hagimit Falls 
    See moreLife is here in Davao! Come, visit and experience Davao's melting pot of culture and be amazed with the city's colorful history, clean and green environment and the Dabawenyo's brand of hospitality with our 1 Day Samal Island Tour. Best known for its white sand beaches, Samal Island also offers a unique attraction with Monfort Bat Sanctuary amd Hagimit Falls. Be sure to pack you best swimwears and sun protectors as we take you at the stunning Vanishing Island and Kaputian Beach Resort. And before the tour ends, we will bring you to Paradise Island Park and Beach resort where you can spend the rest of the tour enjoying the sun and sea and relaxing with nature. Indeed, our Samal Island Tour offers a diverse collection of sight, sounds, key attractions, adventures and sumptous food and fruit choices. Life is indeed here!",2450,5,137,24,https://www.klook.com/en-PH/activity/79805-samal-island-tour-davao/,"Explore unique beaches and attractions of Samal Island with this 1 Day Samal Island Tour with round-trip transfers Tour and relax at Samal Island's beautiful destinations like Vanishing Island, Kaputian Beach, and Paradise Island Park and Beach Resort Explore the island's top attractions, Monfort Bat Sanctuary and Hagimit Falls 
    See more Life is here in Davao! Come, visit and experience Davao's melting pot of culture and be amazed with the city's colorful history, clean and green environment and the Dabawenyo's brand of hospitality with our 1 Day Samal Island Tour. Best known for its white sand beaches, Samal Island also offers a unique attraction with Monfort Bat Sanctuary amd Hagimit Falls. Be sure to pack you best swimwears and sun protectors as we take you at the stunning Vanishing Island and Kaputian Beach Resort. And before the tour ends, we will bring you to Paradise Island Park and Beach resort where you can spend the rest of the tour enjoying the sun and sea and relaxing with nature. Indeed, our Samal Island Tour offers a diverse collection of sight, sounds, key attractions, adventures and sumptous food and fruit choices. Life is indeed here!",Tours
728,Luzon,Bicol,Day trips,Ultimate Albay Full Day Tour with Mayon Skyline,"Visit and discover some of Albay's most popular attractions and local hot spots in one full-day tourTake in views of the incredible, perfect cone shape of Mayon volcano and enjoy the wonders of natureExplore the busy city, lakes and hills, caves, and beautiful fields for the ultimate sightseeing tourTravel conveniently with a private tour for up to 10 people, and opt for a local guide to show you around 
    See more",1710,4.5,17,10,https://www.klook.com/en-PH/activity/34637-private-albay-day-tour-mayon-skyline/,"Visit and discover some of Albay's most popular attractions and local hot spots in one full-day tour Take in views of the incredible, perfect cone shape of Mayon volcano and enjoy the wonders of nature Explore the busy city, lakes and hills, caves, and beautiful fields for the ultimate sightseeing tour Travel conveniently with a private tour for up to 10 people, and opt for a local guide to show you around 
    See more",Tours
729,Visayas,Palawan,Day trips,Coron Town Half Day Tour,"Explore the beautiful town of Coron in comfort and safety through this private tour and visit the best of its sightseeing stops in half a dayClimb over 700 steps to reach the top of Mt. Tapyas and get rewarding views overlooking CoronTake a quick dip at the Maquinit Hotspring, one of the few saltwater hot springs in the worldHave a look around the public market and souvenir shops, and see numerous local arts and craftsVisit the iconic landmarks of the town, such as the Town Plaza, Lualhati Park and St. Augustine ChurchEnjoy convenient hotel transfers within Coron Town! 
    See moreThere is far more to Coron than just the beaches and islands that it has been been famous all over the world for. This half day tour will bring you to the most noteworthy sightseeing destinations in Coron town with the company of an English speaking guide. You will head up to Mt. Tapyas, the highest point in the area, where you can look out at the view deck and see a gorgeous panorama of the town. Then you'll visit the Maquinit Hot Springs, which have been made famous for their therapeutic properties. A stop at the public market will acquaint you with local colors and customs, as well as give you the opportunity to shop through the arts and crafts that are produced by the locals. The town plaza will give you a glimpse of what every day is like for people of Coron, and how they go about their days in such a tourist-famous town. Lualhati Park will be a great opportunity to get that riverside view of the town, standing at the dock and able to look out over the water. After some more free time to go souvenir shopping, you will head to the famous St. Augustine Church, where you'll learn of its historical background. You'll be able to then take a look into the locals' cashew harvest, which is one of the crucial factors of the local economy as the cashews are sent all over the Philippines as treats. There's more to Coron than its beaches, and this trip will show you its true town colors.",840,4.5,19,4.5,https://www.klook.com/en-PH/activity/4827-coron-town-half-day-tour-palawan/,"Explore the beautiful town of Coron in comfort and safety through this private tour and visit the best of its sightseeing stops in half a day Climb over 700 steps to reach the top of Mt. Tapyas and get rewarding views overlooking Coron Take a quick dip at the Maquinit Hotspring, one of the few saltwater hot springs in the world Have a look around the public market and souvenir shops, and see numerous local arts and crafts Visit the iconic landmarks of the town, such as the Town Plaza, Lualhati Park and St. Augustine Church Enjoy convenient hotel transfers within Coron Town! 
    See more There is far more to Coron than just the beaches and islands that it has been been famous all over the world for. This half day tour will bring you to the most noteworthy sightseeing destinations in Coron town with the company of an English speaking guide. You will head up to Mt. Tapyas, the highest point in the area, where you can look out at the view deck and see a gorgeous panorama of the town. Then you'll visit the Maquinit Hot Springs, which have been made famous for their therapeutic properties. A stop at the public market will acquaint you with local colors and customs, as well as give you the opportunity to shop through the arts and crafts that are produced by the locals. The town plaza will give you a glimpse of what every day is like for people of Coron, and how they go about their days in such a tourist-famous town. Lualhati Park will be a great opportunity to get that riverside view of the town, standing at the dock and able to look out over the water. After some more free time to go souvenir shopping, you will head to the famous St. Augustine Church, where you'll learn of its historical background. You'll be able to then take a look into the locals' cashew harvest, which is one of the crucial factors of the local economy as the cashews are sent all over the Philippines as treats. There's more to Coron than its beaches, and this trip will show you its true town colors.",Tours
730,Visayas,Bohol,Boat tours,Bohol Whale Shark Interaction with Pahangog Twin Falls - Whole Day,"Swim with Whale Sharks and visit the gorgeous Pahangog Twin Falls in BoholEnjoy your tour with a sumptuous lunch at a seaside restaurantCombine two tours in 1 day! Experience the Whale Sharks at Lila, Bohol - you will be
picked up at your hotel and brought to Lila, Bohol. After a briefing on the guidelines, there is a 30 minute whale shark interaction upon boarding the paddle boat with a shared group. You may choose to view the whale sharks from the boat only or you can also swim with the whale sharks! The guide/boatmen will assist in taking photos of you using your device. After the whale shark interaction, lunch will be served at a seaside restaurant, after which you will be brought to the beautiful Pahangog Falls where you can swim in or just take in the views. From the parking lot, there is a 15 minute walk plus another 270 steps (estimated 15 min) climb to the waterfalls.",5200,5,12,3.5,https://www.klook.com/en-PH/activity/76660-bohol-whale-shark-interaction-with-pahangog-twin-falls/,"Swim with Whale Sharks and visit the gorgeous Pahangog Twin Falls in Bohol Enjoy your tour with a sumptuous lunch at a seaside restaurant Combine two tours in 1 day! Experience the Whale Sharks at Lila, Bohol - you will be
picked up at your hotel and brought to Lila, Bohol. After a briefing on the guidelines, there is a 30 minute whale shark interaction upon boarding the paddle boat with a shared group. You may choose to view the whale sharks from the boat only or you can also swim with the whale sharks! The guide/boatmen will assist in taking photos of you using your device. After the whale shark interaction, lunch will be served at a seaside restaurant, after which you will be brought to the beautiful Pahangog Falls where you can swim in or just take in the views. From the parking lot, there is a 15 minute walk plus another 270 steps (estimated 15 min) climb to the waterfalls.",Tours
731,Visayas,Bohol,Snorkeling,Discover Scuba Diving in Bohol,"Discover the sport of scuba diving with the constant guidance of PADI certified instructorsLearn about the equipment and the proper method of breathing underwater with your gearExplore the depths of the sea and witness Bohol's vibrant corals and thriving marine lifeThis activity doesn't require any previous experience - you don't even need to be able to swim! 
    See more",4220,4.6,26,4,https://www.klook.com/en-PH/activity/28667-discover-scuba-diving-bohol/?spm=TNA_ActivityList.Activity_LIST&clickId=e261da2a68,"Discover the sport of scuba diving with the constant guidance of P AD I certified instructors Learn about the equipment and the proper method of breathing underwater with your gear Explore the depths of the sea and witness Bohol's vibrant corals and thriving marine life This activity doesn't require any previous experience - you don't even need to be able to swim! 
    See more",Water Activities
732,Luzon,Taguig,Air tours,Manila Helicopter Tour,"Experience the luxury and sophistication of the vibrant Capital city with our exclusive aerial toursFrom the towering skyscrapers of Bonifacio Global City, our tours offer a glimpse into the rich culture and diversity of the PhilippinesFor 7 minutes you'll be exploring the Iconic buildings and magni?cent City skyline of Taguig, Makati, Mandaluyong and Pasig 
    See moreFrom above you'll see the many magnificent architectures of BGC from the tallest building in the Philippines - Grand Hyatt Hotel to the awe-inspiring Federal Land Tower. Our tours also take you to the breathtaking beauty of Metro Manila, for evening flyers you can witness the stunning sunset over the bay and visit the iconic BGC High Street from above. Join us and discover the magic of the National Capital Region.",7000,3,34,0.083333333,https://www.klook.com/en-PH/activity/85452-manila-skyflyer-tour-bgc/,"Experience the luxury and sophistication of the vibrant Capital city with our exclusive aerial tours From the towering skyscrapers of Bonifacio Global City, our tours offer a glimpse into the rich culture and diversity of the Philippines For 7 minutes you'll be exploring the Iconic buildings and magni?cent City skyline of Taguig, Makati, Mandaluyong and Pasig 
    See more From above you'll see the many magnificent architectures of B GC from the tallest building in the Philippines - Grand Hyatt Hotel to the awe-inspiring Federal Land Tower. Our tours also take you to the breathtaking beauty of Metro Manila, for evening flyers you can witness the stunning sunset over the bay and visit the iconic B GC High Street from above. Join us and discover the magic of the National Capital Region.",Tours
733,Luzon,Rizal,Hiking,Treasure Mountain Tour in Rizal,"Reward yourself with a relaxing trip to Treasure Mountain, the most famous no-hike mountain with an effortless sea of clouds and amazing view of Tanay, RizalThis tour is perfect for camping and sightseeing with your loved ones, families, friends, and even for solo travelers!Enjoy an outdoor dining experience and have a taste of their restaurant's silog breakfast and Filipino mealsYou can choose to simply unwind in the area or venture on various activities such as their Obstacle Course with Spider's Web Activity, Bosay Falls Trek, Maximinus Pool Swim, The Apiary Farm Visit, Laiban Falls Trek, El Patio Razon Visit, or Daranak Fall TrekThis tour is open-dated and is valid for 6 months upon booking 
    See more",450,4.6,16,,https://www.klook.com/en-PH/activity/57782-treasure-mountain-day-tour-rizal/?spm=TNA_ActivityList.Activity_LIST&clickId=3ba2a60106,"Reward yourself with a relaxing trip to Treasure Mountain, the most famous no-hike mountain with an effortless sea of clouds and amazing view of Tanay, Rizal This tour is perfect for camping and sightseeing with your loved ones, families, friends, and even for solo travelers!Enjoy an outdoor dining experience and have a taste of their restaurant's silog breakfast and Filipino meals You can choose to simply unwind in the area or venture on various activities such as their Obstacle Course with Spider's Web Activity, Bosay Falls Trek, Maximinus Pool Swim, The Apiary Farm Visit, Laiban Falls Trek, El Patio Razon Visit, or Daranak Fall Trek This tour is open-dated and is valid for 6 months upon booking 
    See more",Tours
734,Visayas,Boracay,Day trips,Mainland ATV and Zipline Experience,"Satisfy your adrenaline rush with this Mainland ATV ride in NabaoyTake a swim or paddle away in a kayak while enjoying the waters of Nabaoy RiverRelax and strike a pose in a kawa hotbath after an exhausting offroad ATV adventure 
    See more",990,4.6,17,,https://www.klook.com/en-PH/activity/75079-atv-mainland-boracay/,"Satisfy your adrenaline rush with this Mainland A TV ride in Nabaoy Take a swim or paddle away in a kayak while enjoying the waters of Nabaoy River Relax and strike a pose in a kawa hotbath after an exhausting offroad A TV adventure 
    See more",Tours
735,Visayas,Bacolod,Day trips,"Bacolod The Ruins, San Sebastian Cathedral, and City Tour","Learn more about this activity's Enhanced Health & Hygiene MeasuresExplore Bacolod City and discover why it's known as the City of SmilesVisit tourist spots like the Ruins in Bacolod, San Sebastian Cathedral, Laguerta Vintage Glass Museum, and more!Learn about Don Mariano and Maria Braga Lacson and their ancestral mansion built in the 1900sListen to the history and cultural heritage of Bacolod city from your friendly local guideEnjoy the leisure and flexibility of this private group tour and the convenience of round-trip hotel transfers 
    See moreTake a private cultural tour of Bacolod and see some of the city's most popular tourist attractions. You will first visit San Sebastian Cathedral, a Roman Catholic Church built in the nineteenth century. Then, just outside the church, is the Bacolod Plaza, which hosts the majority of the city's public gatherings. You'll be served one of the city's specialties for lunch, chicken inasal, or barbeque chicken. Next on the itinerary are The Pope John Paul II Tower, the Gallery of Masks, the Laguerta Vintage Glasses Museum, and, finally, the most anticipated attraction, The Ruins in Talisay. Sugar baron Don Mariano Ledesma Lacson and his Portuguese wife, Maria Braga, own the mansion, which was built in the 1900s. It was purposefully burned down by Filipino guerrillas during WWII so that Japanese forces would not be able to use it as their headquarters. Fortunately, the strong walls and foundation survived and can now be visited by a large number of tourists.",1300,4.1,12,5,https://www.klook.com/en-PH/activity/27873-bacolod-city-half-day-tour/?spm=TNA_ActivityList.Activity_LIST&clickId=20f99ff071,"Learn more about this activity's Enhanced Health & Hygiene Measures Explore Bacolod City and discover why it's known as the City of Smiles Visit tourist spots like the Ruins in Bacolod, San Sebastian Cathedral, Laguerta Vintage Glass Museum, and more!Learn about Don Mariano and Maria Braga Lacson and their ancestral mansion built in the 1900s Listen to the history and cultural heritage of Bacolod city from your friendly local guide Enjoy the leisure and flexibility of this private group tour and the convenience of round-trip hotel transfers 
    See more Take a private cultural tour of Bacolod and see some of the city's most popular tourist attractions. You will first visit San Sebastian Cathedral, a Roman Catholic Church built in the nineteenth century. Then, just outside the church, is the Bacolod Plaza, which hosts the majority of the city's public gatherings. You'll be served one of the city's specialties for lunch, chicken inasal, or barbeque chicken. Next on the itinerary are The Pope John Paul I I Tower, the Gallery of Masks, the Laguerta Vintage Glasses Museum, and, finally, the most anticipated attraction, The Ruins in Talisay. Sugar baron Don Mariano Ledesma Lacson and his Portuguese wife, Maria Braga, own the mansion, which was built in the 1900s. It was purposefully burned down by Filipino guerrillas during W WI I so that Japanese forces would not be able to use it as their headquarters. Fortunately, the strong walls and foundation survived and can now be visited by a large number of tourists.",Tours
736,Luzon,Manila,Cooking classes,Co-baking Space in SM Aura by Bakebe,"Immerse yourself in the cozy setting of ""Bakebe"" where a warm and friendly space for baking enthusiastsDiscover the culinary secrets behind the indulgent in this course that includes handcrafting instructions, baking materials, and boxesMaster the art of baking, make authentic tea time treats from scratch and recreate them in your own kitchen with the skills you learnedChoose from various types of dessert to experience for an enjoyable day, and bring them home as souvenirs to family and friends 
    See more",1199,4.6,59,,https://www.klook.com/en-PH/activity/42880-co-baking-space-manila-bakebe/?spm=TNA_ActivityList.Activity_LIST&clickId=ff74c87f35,"Immerse yourself in the cozy setting of ""Bakebe"" where a warm and friendly space for baking enthusiasts Discover the culinary secrets behind the indulgent in this course that includes handcrafting instructions, baking materials, and boxes Master the art of baking, make authentic tea time treats from scratch and recreate them in your own kitchen with the skills you learned Choose from various types of dessert to experience for an enjoyable day, and bring them home as souvenirs to family and friends 
    See more",Recreational
737,Visayas,Palawan,Boat tours,Seaduction Speedboat Group Tour in El Nido,"Visit breathtaking destinations of El Nido on a luxurious speedboatIndulge in water activities such as swimming, snorkeling and more throughout the tourExplore hot destinations including Helicopter Island, Hidden Beach, Small Lagoon, Seven Commandos and more! 
    See more",3500,5,63,3,https://www.klook.com/en-PH/activity/75400-el-nido-seaduction-speedboat-tour/?spm=TNA_ActivityList.Activity_LIST&clickId=ba7b796847,"Visit breathtaking destinations of El Nido on a luxurious speedboat Indulge in water activities such as swimming, snorkeling and more throughout the tour Explore hot destinations including Helicopter Island, Hidden Beach, Small Lagoon, Seven Commandos and more! 
    See more",Tours
